"","X","countries","countrycode","AverageGDPrate","GDP","birdspeciesthreatened","ln_landarea","Gov","average_population_density","mammalspeciesthreatened","Price_Index_yr2011","terrestrialandmarineprotectedare","ln_popdnsty","constant","AvgCO2ReductionPercent","new_domexp","ln_newdomexp","GDPmultiplier","X2030GDP","iso3c.x","aglandpercent","futureagland","growthmultiplier_agland","futureco2level","growthmultiplier_co2ems.x","iso3c.y","co2emissions","AvgCO2Growth","iso3c","co2ppp","futureco2levelppp","growthmultiplier_co2ems.y","ln_futureGDP","ln_futureAgLand","ln_futureco2ppp","futureGDP_sq","ln_waldronexp","ExpWaldron","ln_rishman","ExpRishman","ln_wise","ExpWise","ln_Waldron_Manual_Exp","Waldron_Manual_Exp","ln_Rishman_Manual_Exp","Rishman_Manual_Exp","ln_Wise_Manual_Exp","Wise_Manual_Exp","WaldronNeeds","oilrentsofgdp","RishmanNeeds","WiseNeeds","SPCO2growth","ExpWaldronSP","ExpRishmanSP","ExpWiseSP","WaldronNeedsSP","RishmanNeedsSP","WiseNeedsSP"
"177",177,"South Africa","ZAF",0.0166516292753356,368288939768.322,54,14.00868,0.2378267,43.66,30,84.7817,11.1688,3.7764323511218,1,-0.957125068047113,978390000,20.7014189215164,1.01665162927534,449008547399.408,"ZAF",79.830020855831,79.7791358825488,0.999954456769538,570407.75331683,1.00957125068047,"ZAF",489771.854,0.957125068047113,"ZAF",0.685923245222782,0.35926270869761,0.960386482470858,26.8303077610318,4.37926201516451,-1.02370137901166,719.865414551682,20.142228480897,559317853.759081,20.467695922605,771734769.560547,20.2743164973181,560349046.634144,20.7014189215164,978389999.999997,20.7014189215164,978389999.999997,20.7014189215164,978389999.999997,811904652.453587,0.052539,775145240.284436,813034562.013735,0,559317853.759081,771734769.560547,560349046.634144,811904652.45359,775145240.284436,813034562.013735
"178",178,"South Sudan","SSD",0,10999987792.8142,21,NA,-4.581429,NA,14,66.7441,15.5015,NA,1,-6.05328311887575,160652000,18.8947510928729,1,10999987792.8142,"SSD",NA,NA,NA,3831.39523766173,1.06053283118876,"SSD",1496.136,6.05328311887575,"SSD",0.0738030785797862,0.040348007117253,0.962962168844157,23.12116,NA,-3.21021327539289,534.5880397456,NA,NA,NA,NA,NA,NA,18.8947510928729,160652000.000006,18.8947510928729,160652000.000006,18.8947510928729,160652000.000006,NA,22.9429,NA,NA,0,NA,NA,NA,NA,NA,NA
"179",179,"Spain","ESP",0.00506442967445979,1419041949909.82,19,13.1215,1.805715,92.5987,17,126.458,15.0479,4.5282751026767,1,3.50853201432448,2.1e+09,21.4652031816758,1.00506442967446,1507724776187.4,"ESP",52.5772474403069,46.5866334638029,0.991396523307264,132128.056797987,0.964914679856755,"ESP",233976.602,-3.50853201432448,"ESP",0.150148047221567,0.0497089981019985,0.933242928045935,28.0416228596979,3.84131366444571,-3.00156931393687,786.332612605534,20.5919995855714,876984245.042566,20.3168565774934,730611546.722848,20.324181398587,1229408852.61431,21.4652031816758,2100000000.00003,21.4652031816758,2100000000.00003,21.4652031816758,2100000000.00003,1247392688.21376,0.003816,676186156.041625,1750004628.39779,0,876984245.042566,730611546.722848,1229408852.61431,1247392688.21376,676186156.041625,1750004628.39779
"180",180,"Sri Lanka","LKA",0.0541217947550716,88900770857.6351,16,11.04628,-0.2446327,327.982,30,45.082,3.37869,5.79295872882951,1,-4.33277673437382,NA,NA,1.05412179475507,167338179610.258,"LKA",43.6931908786477,51.7971243313432,1.01222717366099,36257.7368657333,1.04332776734374,"LKA",18393.672,4.33277673437382,"LKA",0.0786865013305623,0.0418858722220155,0.961358693604535,25.8432826293649,3.9473346328855,-3.17280668738367,667.875257061236,17.6802083343877,47688857.5574469,17.4267959341608,32583641.5539326,17.886706706912,27348295.136212,17.6802083343877,47688857.5574468,17.4267959341608,37013598.6497868,17.886706706912,58627047.3486259,77379376.5730648,0,36840392.2402539,42708083.607945,0,47688857.5574469,32583641.5539326,27348295.136212,77379376.5730651,36840392.2402539,42708083.607945
"181",181,"Sudan","SDN",0.0288267164834894,40851536133.7642,26,NA,-3.485029,NA,16,59.1857,2.75328,NA,1,-3.18502287117646,7527000,15.8340071140167,1.02882671648349,57453328380.8254,"SDN",NA,NA,NA,25374.153875169,1.03185022871176,"SDN",15364.73,3.18502287117646,"SDN",0.0919941880003221,0.0508563533400219,0.963632750199792,24.7742387748254,NA,-2.97875022151897,613.762906872062,NA,NA,NA,NA,NA,NA,15.8340071140167,7527000.00000023,15.8340071140167,7527000.00000023,15.8340071140167,7527000.00000023,NA,9.53296,NA,NA,0,NA,NA,NA,NA,NA,NA
"182",182,"Suriname","SUR",0.016972169861822,3590753768.84422,9,11.95761,-0.5626384,3.46812,9,72.0551,8.48312,1.24361266039578,1,-3.11805130650599,NA,NA,1.01697216986182,4394347979.284,"SUR",0.557692307692308,0.738143909370513,1.0202254909815,3254.3622660675,1.03118051306506,"SUR",1991.181,3.11805130650599,"SUR",0.224678035392919,0.144372970817713,0.972736763182352,22.2035850019661,-0.30361647424449,-1.9353552527471,492.999186939535,16.7102427295398,18078658.814084,15.7015830305348,6567790.58917719,14.9512911604342,2022411.45655669,16.7102427295398,18078658.8140841,15.7015830305348,6593421.91565258,14.9512911604342,3113603.08078521,30649807.2282633,6.61582,11735408.125731,3365001.58560966,0,18078658.814084,6567790.58917719,2022411.45655669,30649807.2282632,11735408.125731,3365001.58560966
"183",183,"Sweden","SWE",0.0176706468782257,556086488936.559,11,12.92077,4.082053,23.4071,1,175.094,14.2664,3.1530393951449,1,1.9127278889179,771341000,20.4636411164991,1.01767064687823,686166199770.606,"SWE",7.44273403550122,7.08754170937802,0.996513256765142,31878.787650792,0.980872721110821,"SWE",43420.947,-1.9127278889179,"SWE",0.0951880253719969,0.0357911989099187,0.9406967000753,27.2543857090468,1.95833855395762,-3.33005325630428,742.801540377497,21.3830531003652,1934380777.07364,20.6091906582647,896462420.355665,20.0684324279137,680404224.683537,20.4636411164991,771341000.000006,20.4636411164991,771341000.000006,20.4636411164991,771341000.000006,2654694475.35847,0,661297963.823075,982573089.741462,0,1934380777.07364,896462420.355665,680404224.683537,2654694475.35847,661297963.823075,982573089.741462
"184",184,"Switzerland","CHE",0.0159468242560296,705140354166.312,9,10.58446,4.265937,202.572,3,209.63,9.66029,5.31109537890725,1,1.12703800599695,944710000,20.6663885600544,1.01594682425603,852564597424.965,"CHE",38.3634460279084,37.2985594695115,0.997991279179458,29450.1633301436,0.988729619940031,"CHE",35305.876,-1.12703800599695,"CHE",0.0696512870624425,0.0240500193323924,0.935700028570491,27.4715148173389,3.61895470578366,-3.72761947858901,754.684126359271,20.2805280290412,642275584.594152,20.0130610780406,499511601.027776,20.7158900725727,1184512995.01863,20.6663885600544,944710000.000043,20.6663885600544,944710000.000043,20.6663885600544,944710000.000043,926512140.885764,0,363333261.377977,1687625289.30543,0,642275584.594152,499511601.027776,1184512995.01863,926512140.885764,363333261.377977,1687625289.30543
"185",185,"Syrian Arab Republic","SYR",NA,NA,17,12.12069,-3.072047,105.32,14,NA,0.662846,4.65700333462811,1,4.15892209847269,NA,NA,NA,NA,"SYR",75.8100528236127,76.1468872688452,1.00031671409591,15560.3382280595,0.958410779015273,"SYR",30703.791,-4.15892209847269,"SYR",NA,NA,NA,NA,4.33266420219376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5926,NA,NA,0,NA,NA,NA,NA,NA,NA
"186",186,"Tajikistan","TJK",0.0682869465932982,7522947810.12326,15,11.84589,-2.334846,56.8496,7,48.6628,22.2786,4.04040918411199,1,-8.86929622728728,NA,NA,1.0682869465933,16620462710.3636,"TJK",34.1379061892067,34.5744932929511,1.00090811471463,20209.4268822761,1.08869296227287,"TJK",5188.805,8.86929622728728,"TJK",0.230599119577394,0.222335218684512,0.997721689746856,23.5339004665616,3.54311622214195,-1.50356904193019,553.844471170028,15.9924714545629,8819462.23082976,15.5058004732609,5383500.99548592,16.1155930207739,2927945.23598752,15.9924714545629,8819462.2308298,15.5058004732609,5421052.1232652,16.1155930207739,9975004.9878374,15445535.4966558,0.073576,7772938.97299495,4827992.51147172,0,8819462.23082976,5383500.99548592,2927945.23598752,15445535.4966557,7772938.97299495,4827992.51147172
"187",187,"Tanzania","TZA",0.0620334497412831,58001200572.3965,49,13.69425,-1.154125,53.5099,41,42.8566,30.928,3.9798666835119,1,-10.643461846464,NA,NA,1.06203344974128,119425021692.757,"TZA",44.7617972454279,52.6178581930274,1.01161699751793,58323.9556630777,1.10643461846464,"TZA",11562.051,10.643461846464,"TZA",0.0889303395729831,0.120543304933263,1.01919156680484,25.5059545778658,3.96305557149654,-2.11574621357236,650.553718928152,18.3894659532757,96926736.1123499,18.5694779803428,102645962.304847,19.1251920166873,39907329.8861875,18.3894659532757,96926736.1123499,18.5694779803428,116043767.082209,19.1251920166873,202285781.752998,152306979.520613,0,204069648.278156,61749991.178016,0,96926736.1123499,102645962.304847,39907329.8861875,152306979.520613,204069648.278156,61749991.178016
"188",188,"Thailand","THA",0.0317697845438737,504992757704.997,62,13.14391,-0.2820094,132.627,59,52.3155,12.5098,4.88754067693354,1,-2.69632718522229,NA,NA,1.03176978454387,734985572797.926,"THA",43.2774178394566,50.941375879674,1.01171411539261,484014.038538223,1.02696327185222,"THA",316212.744,2.69632718522229,"THA",0.294397733378453,0.190826921010546,0.973266048822047,27.3231167071202,3.93067547899562,-1.65638843447786,746.552706590913,19.5327791666151,304073244.624575,19.5111622684119,263534291.259924,20.0712484917851,306991342.262448,19.5327791666151,304073244.624575,19.5111622684119,297570660.314996,20.0712484917851,520993691.805311,453728534.201855,1.26929,462145371.49291,452000273.245008,0,304073244.624575,263534291.259924,306991342.262448,453728534.201855,462145371.49291,452000273.245008
"189",189,"Timor","TLS",0,2.581e+09,6,9.607101,-1.642235,76.4402,5,66.6383,4.4227,4.33650873579984,1,-11.0834380580043,NA,NA,1,2.581e+09,"TLS",25.5548083389375,25.136097392866,0.998820657678117,2522.95720757361,1.11083438058004,"TLS",469.376,11.0834380580043,"TLS",0.0584924529438772,0.164659905024768,1.06682455104787,21.6714427576829,3.22430495614237,-1.80387311390804,469.651431199526,14.7179522346735,2465616.00457092,13.9440452562019,1146262.75661294,15.6459192313532,1375242.93550772,14.7179522346735,2465616.00457092,13.9440452562019,1137160.87808508,15.6459192313532,6236434.80275566,4574271.57073261,35.7673,17114042.0547811,2309791.41810301,0,2465616.00457092,1146262.75661294,1375242.93550772,4574271.5707326,17114042.0547811,2309791.41810301
"190",190,"Togo","TGO",0.0556759726173986,5358722982.70893,13,10.90394,-1.739096,124.913,13,58.772,21.7912,4.82761749498186,1,-8.1880137688955,NA,NA,1.0556759726174,10266654602.4823,"TGO",70.2334988049274,87.2423301979373,1.01561090115595,9235.98701695502,1.08188013768895,"TGO",2621.905,8.1880137688955,"TGO",0.244174192828811,0.297912105749059,1.01250989092363,23.0521670631742,4.46868965117774,-1.21095678313301,531.402406308496,15.5966357088399,5936532.15663467,16.0601328537963,7234157.91123338,17.0100531107568,5575317.92528944,15.5966357088399,5936532.15663465,16.0601328537963,9436850.54545928,17.0100531107568,24399009.8801274,10584471.3447264,0,10791973.1720156,9050316.2054252,0,5936532.15663467,7234157.91123338,5575317.92528944,10584471.3447264,10791973.1720156,9050316.2054252
"191",191,"Tonga","TON",0.0197223426179571,450353313.884584,5,6.579251,0.0595575,142.281,2,NA,1.52165,4.95780397545027,1,-1.36589917930296,NA,NA,1.01972234261796,569293968.95207,"TON",45.8333333333333,50.081004236853,1.00635080645161,150.347040950257,1.01365899179303,"TON",121.011,1.36589917930296,"TON",0.215158798526006,0.17167510917014,0.985988305320328,20.1599075000694,3.91364177924361,-1.76215148856391,406.421870411356,NA,NA,13.3479453469324,585843.420259864,15.2488218094847,3182902.31765623,NA,NA,13.3479453469324,626525.87098342,15.2488218094847,4192558.84971877,NA,0,642890.060395189,5237742.96357565,0,NA,585843.420259864,3182902.31765623,NA,642890.060395189,5237742.96357565
"192",192,"Trinidad and Tobago","TTO",0,23808146747.7994,5,8.542861,0.0945388,262.309,2,79.2273,2.01446,5.56952319814084,1,-3.46381644007046,NA,NA,1,23808146747.7994,"TTO",10.5263157894737,10.5263157894737,1,79790.6045012638,1.0346381644007,"TTO",46273.873,3.46381644007046,"TTO",1.03125178970849,0.820946314481945,0.98584667868374,23.8932936593802,2.3538783873816,-0.197297562067335,570.889481893376,15.8209063229352,7429033.46624358,14.8267529587552,2741340.78882229,15.7114042192576,4140078.20869792,15.8209063229352,7429033.46624358,14.8267529587552,2749014.27176687,15.7114042192576,6658496.18689958,13111828.7547873,6.81911,4346516.20930137,6769390.2491971,0,7429033.46624358,2741340.78882229,4140078.20869792,13111828.7547873,4346516.20930137,6769390.2491971
"193",193,"Tunisia","TUN",0.0231671140423097,39871132267.9361,11,11.9535,-0.6518101,69.8967,14,54.24,5.2086,4.24701843782489,1,-2.68597881677824,49103000,17.7094306906946,1.02316711404231,52482853987.7115,"TUN",64.836508753862,67.3741105888172,1.00274604755993,44057.7490537248,1.02685978816778,"TUN",28829.954,2.68597881677824,"TUN",0.22738684252116,0.14718413174005,0.973180680336781,24.6837523624914,4.21026082823393,-1.91607087917728,609.287630692798,17.5323249876456,41133152.6299832,17.376818720539,33800608.2633674,17.3771459900185,23115608.0608021,17.7094306906946,49103000.0000016,17.7094306906946,49103000.0000016,17.7094306906946,49103000.0000016,67190087.6244146,3.88563,42999046.4940722,36246239.5995109,0,41133152.6299832,33800608.2633674,23115608.0608021,67190087.6244146,42999046.4940722,36246239.5995109
"194",194,"Turkey","TUR",0.0488699588388049,771350330455.267,20,13.55367,-0.6180814,97.493,19,75.6773,0.190643,4.57978058055463,1,-4.46376332939182,NA,NA,1.0488699588388,1367449922884.13,"TUR",49.7992541870769,46.1390566052322,0.994561968377476,695830.549288084,1.04463763329392,"TUR",345981.45,4.46376332939182,"TUR",0.186913315585211,0.0839735641831223,0.951220927732063,27.9439687511089,3.8316598061827,-2.47725324177676,780.86538956295,19.728651637703,369866111.647471,19.0384747370577,196163797.187939,20.0952558106975,312104681.454723,19.728651637703,369866111.64747,19.0384747370577,185483175.365049,20.0952558106975,533652699.941376,547034683.777255,0.08828,157466796.181632,459344156.766037,0,369866111.647471,196163797.187939,312104681.454723,547034683.777257,157466796.181632,459344156.766037
"195",195,"Turkmenistan","TKM",0.0924545453894824,40761142857.1429,19,13.06034,-2.745214,11.2655,10,64.9789,3.21224,2.4217449581633,1,-4.1556738667602,NA,NA,1.09245454538948,117784153230.79,"TKM",72.0064690485817,69.5179382780063,0.997490928787909,131258.127276637,1.0415567386676,"TKM",68422.553,4.1556738667602,"TKM",0.826508538295296,0.211518136621578,0.918345847793501,25.4921195764561,4.24158482398697,-1.55344453182444,649.848160500335,17.3748915042851,35141435.9749044,17.027996135932,25618273.434307,17.3927036090995,21300686.7145287,17.3748915042851,35141435.9749046,17.027996135932,24840753.1826341,17.3927036090995,35772986.8433026,57812960.8685833,11.8306,54225709.3977488,33466922.6957911,0,35141435.9749044,25618273.434307,21300686.7145287,57812960.8685831,54225709.3977488,33466922.6957911
"196",196,"Turks and Caicos Islands","TCA",0.036339327265701,1022312010,4,6.856462,NA,35.6628,2,141.879,0.387546,3.57410812870192,1,-7.39847718419147,NA,NA,1.0363393272657,1568943170.49719,"TCA",1.05263157894737,1.05263157894737,1,643.382009569919,1.07398477184191,"TCA",205.352,7.39847718419147,"TCA",0.278292609871005,0.23533058093421,0.989574608787587,21.1736680898356,0.051293294387552,-1.44676402597239,448.324220378522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"197",197,"Tuvalu","TUV",0.0265433256118978,42587778.4724662,1,3.401197,0.0903002,359.005,2,NA,0.008598,5.88333631596789,1,-3.33333333333333,NA,NA,1.0265433256119,58319311.7468688,"TUV",59.9999984105427,65.1346149582012,1.00588234716633,18.5899914707575,1.03333333333333,"TUV",11.001,3.33333333333333,"TUV",0.302082378783732,0.296792347761622,0.998896420072655,17.8814438442725,4.17645612768968,-1.2147225504956,319.74603395587,NA,NA,11.4106121861138,83290.0342206782,15.4535909809858,2927821.98339123,NA,NA,11.4106121861138,90274.6695912279,15.4535909809858,5145283.25926626,NA,NA,NA,4827794.2236185,0,NA,83290.0342206782,2927821.98339123,NA,NA,4827794.2236185
"198",198,"Uganda","UGA",0.0573222221646639,27461440192.3549,30,12.20758,-1.272696,174.606,31,42.6071,16.064,5.16253200707623,1,-11.9241185499929,214210000,19.182467400229,1.05732222216466,53605781304.3103,"UGA",71.8880909634949,78.7428305701165,1.00652667908377,31710.9578609769,1.11924118549993,"UGA",5229.142,11.9241185499929,"UGA",0.0778321072251813,0.118421430505064,1.02657803954982,24.7049227593617,4.36618723318184,-2.13350557202355,610.333208546029,17.3029262245062,32701327.2754212,17.6586461786091,41940992.0389769,18.6691627542608,21663372.0429384,19.182467400229,214210000,19.182467400229,214210000,19.182467400229,214210000,53974013.934361,0,59940602.7620459,34022774.2618632,0,32701327.2754212,41940992.0389769,21663372.0429384,53974013.934361,59940602.7620459,34022774.2618632
"199",199,"Ukraine","UKR",0,130832374404.882,17,13.2696,-1.93524,78.7608,11,55.5827,3.87541,4.36641541115966,1,3.6210547583559,NA,NA,1,130832374404.882,"UKR",71.665314436638,72.2409971281454,1.00057165197717,125983.079978747,0.963789452416441,"UKR",227298.995,-3.6210547583559,"UKR",0.606824967566687,0.215016888795807,0.93721249660518,25.5971827560845,4.28000771200552,-1.53703870140093,655.215765048388,17.9528020092532,62632947.1084318,17.7439234721264,50108190.2093409,16.7002969646359,29066623.4667283,17.9528020092532,62632947.1084318,17.7439234721264,50826248.0052914,16.7002969646359,17899743.9212983,100382161.372543,0.515108,45436198.3973046,45324198.2929014,0,62632947.1084318,50108190.2093409,29066623.4667283,100382161.372543,45436198.3973046,45324198.2929014
"200",200,"United Arab Emirates","ARE",0.0278985299561753,414178942592.479,13,11.17072,2.350572,118.351,8,89.3382,13.1078,4.77365478543845,1,-6.73059484288384,NA,NA,1.02789852995618,576223484656.123,"ARE",5.4745140494645,3.64458976969639,0.971356814347935,599329.003172564,1.06730594842884,"ARE",211369.547,6.73059484288384,"ARE",0.345247232997177,0.39908771223288,1.00909867135094,27.0797614165867,1.29324381309018,-0.918574056093787,733.313478379256,19.5146241706463,298602606.065831,18.5093000899746,112525452.277539,19.984648744704,197113828.024244,19.5146241706463,298602606.065832,18.5093000899746,109266465.000874,19.984648744704,477774176.490821,445931447.055319,21.5168,497444866.955904,293368785.817057,0,298602606.065831,112525452.277539,197113828.024244,445931447.055318,497444866.955904,293368785.817057
"201",201,"United Kingdom","GBR",0.0115800082620802,2855296731521.96,11,12.3964,3.408765,263.265,5,144.203,26.6375,5.57316112944776,1,2.34656687897799,1e+09,20.7232658369464,1.01158000826208,3278340827684.58,"GBR",71.7148781414045,69.017405396444,0.997265210181818,287120.068059208,0.97653433121022,"GBR",419820.162,-2.34656687897799,"GBR",0.157479346124806,0.0632115241821443,0.944546387179993,28.8183585651236,4.23435872490942,-2.76126864979791,830.497790388035,21.1763936340359,1573225227.27281,21.4915797844967,2246401204.67252,22.1554691611926,6110974362.41534,20.7232658369464,999999999.999989,20.7232658369464,999999999.999989,20.7232658369464,999999999.999989,2179329682.07528,0.589603,2127476860.54464,8365635986.08721,0,1573225227.27281,2246401204.67252,6110974362.41534,2179329682.07528,2127476860.54464,8365635986.08721
"202",202,"United States","USA",0.015979385314938,20544343456936.5,91,16.02923,3.009977,34.2668,40,128.952,26.3275,3.53417695539597,1,0.8720616021419,NA,NA,1.01597938531494,24849120320908.4,"USA",44.3690679995015,43.9720835153818,0.999358235092463,4567203.24725149,0.991279383978581,"USA",5254279.285,-0.8720616021419,"USA",0.299871892040234,0.145948046290706,0.955991229279515,30.8438434682836,3.78355496700031,-1.92450456792642,951.342679895979,24.433368088925,40857984123.1205,24.5275956819805,45082970819.9186,25.9968721623971,221733521781.128,24.433368088925,40857984123.1207,24.5275956819805,44895153319.4395,25.9968721623971,195118355446.41,48846287194.6475,0.286761,49055052773.7885,278130167676.013,0,40857984123.1205,45082970819.9186,221733521781.128,48846287194.6473,49055052773.7885,278130167676.013
"203",203,"Uruguay","URY",0.0382469562301273,59596885024.3487,22,12.07266,1.856546,19.3236,10,102.029,2.30505,2.96132714682981,1,-3.25246142991711,3.2e+09,21.8864166467521,1.03824695623013,93504294964.4575,"URY",82.5597052301165,80.7283968390229,0.998399044580648,11259.9211728422,1.03252461429917,"URY",6747.28,3.25246142991711,"URY",0.094177168458923,0.0491112730890018,0.960123772143929,25.2612732076348,4.39109039490457,-3.01366667605375,638.131924070767,19.2921624859158,239045026.109558,19.4859428156194,298428163.413338,19.6655894757239,230879021.65182,21.8864166467521,3200000000.00002,21.8864166467521,3200000000.00002,21.8864166467521,3200000000.00002,360598634.363121,0,214418790.832484,342302098.566891,0,239045026.109558,298428163.413338,230879021.65182,360598634.36312,214418790.832484,342302098.566891
"204",204,"Uzbekistan","UZB",0.0706611399664489,50499921557.5105,19,12.96078,-2.102867,69.7252,10,45.1468,3.37516,4.24456180192106,1,1.57569486740079,NA,NA,1.07066113996645,114581679724.082,"UZB",62.9290079924777,63.029372851936,1.00011383645989,81603.6247999454,0.984243051325992,"UZB",105213.564,-1.57569486740079,"UZB",0.498176920645347,0.0833786560256642,0.894292225853887,25.464553765656,4.14360085348244,-2.48436292532497,648.443498483987,17.6887762926967,48099209.1280583,17.3045548450627,32523351.5550531,16.6540694807471,21171076.5216764,17.6887762926967,48099209.1280583,17.3045548450627,32754628.7213827,16.6540694807471,17091118.1610281,78014969.1812278,2.31851,34102241.9683414,33268226.4144921,0,48099209.1280583,32523351.5550531,21171076.5216764,78014969.1812278,34102241.9683414,33268226.4144921
"205",205,"Vanuatu","VUT",0.0272441331939969,914301119.28749,8,9.408371,-0.0558079,20.6053,8,NA,0.090731,3.02554832425771,1,-14.5739674417372,NA,NA,1.027244133194,1262331113.14475,"VUT",15.3404429860541,15.5742612728484,1.00108108108108,1358.11151803857,1.14573967441737,"VUT",154.014,14.5739674417372,"VUT",0.194678133854766,0.694134275046947,1.08269939647057,20.956225938399,2.74561963323396,-0.365089857295416,439.163405581228,NA,NA,14.4870001852975,1962981.0511797,16.6955652191399,2401018.21566926,NA,NA,14.4870001852975,1957150.57525758,16.6955652191399,17815246.9553411,NA,0,2031389.25712429,3978293.86869578,0,NA,1962981.0511797,2401018.21566926,NA,2031389.25712429,3978293.86869578
"206",206,"Venezuela","VEN",0,409998771377.487,52,13.69,-3.629658,32.6576,35,81.5691,36.9025,3.48607760045764,1,-2.24418683311045,2137000,14.5749135343013,1,409998771377.487,"VEN",24.4884076866391,24.5608066489287,1.00021088629207,264183.860719131,1.0224418683311,"VEN",185220.17,2.24418683311045,"VEN",0.340546434594794,0.203895114369919,0.96844933463878,26.73942,3.20115194675134,-1.5901495626014,714.9965819364,17.3883295606957,35616855.7786457,16.9526439536882,22969853.4549483,17.2746072777514,23329734.5292439,14.5749135343013,2137000.00000003,14.5749135343013,2137000.00000003,14.5749135343013,2137000.00000003,58559494.543633,17.791,195086144.577382,36573787.8950345,0,35616855.7786457,22969853.4549483,23329734.5292439,58559494.543633,195086144.577382,36573787.8950345
"207",207,"Vietnam","VNM",0.0610493174857995,245213686369.157,52,12.64455,-0.382095,289.993,56,42.1832,2.92949,5.66985678475816,1,-6.45989666844703,NA,NA,1.0610493174858,499311478904.549,"VNM",39.2750024188087,51.6145110574896,1.01970699806747,454423.92138465,1.06459896668447,"VNM",166910.839,6.45989666844703,"VNM",0.324192162766752,0.244750998412085,0.982584983145656,26.9364959441838,3.94380285499638,-1.40751391826591,725.57481375103,19.1238661483851,202017755.170234,19.0334174749699,151941433.080187,19.7019239626141,114913261.778816,19.1238661483851,202017755.170235,19.0334174749699,184547506.290439,19.7019239626141,360111391.581761,307071694.808863,4.50345,282841207.490667,173289477.706664,0,202017755.170234,151941433.080187,114913261.778816,307071694.808861,282841207.490667,173289477.706664
"208",208,"Virgin Islands (U.S.)","VIR",0,3785144878.05408,3,5.857933,1.928403,308.516,1,NA,0.986282,5.73177370585793,1,NA,NA,NA,1,3785144878.05408,"VIR",11.4285714285714,11.4285714285714,1,NA,NA,"VIR",NA,NA,"VIR",NA,NA,NA,22.05435,2.43611648561857,NA,486.3943539225,NA,NA,NA,NA,NA,4111167.7852029,NA,NA,NA,NA,NA,NA,NA,0,NA,6723266.07156409,0,NA,NA,4111167.7852029,NA,NA,6723266.07156409
"209",209,"Yemen","YEM",0,26914402223.7828,16,13.1768,-4.014188,46.4456,11,45.7293,0.605803,3.8382817352618,1,-2.72158997837318,NA,NA,1,26914402223.7828,"YEM",44.597230903271,44.3865613503516,0.999661841588905,34881.0289147595,1.02721589978373,"YEM",22698.73,2.72158997837318,"YEM",0.217277371180333,0.16901205723892,0.984422314072151,24.0159273789331,3.7929367513343,-1.77778522199497,576.764767870189,16.2572422606026,11492925.8502963,15.509663865392,5456529.2126998,14.9342700611742,2116519.99577574,16.2572422606026,11492925.8502963,15.509663865392,5442036.28229783,14.9342700611742,3061054.61866516,19887973.0760333,17.6879,19363711.0028259,3517687.40986167,0,11492925.8502963,5456529.2126998,2116519.99577574,19887973.0760332,19363711.0028259,3517687.40986167
"210",210,"Zambia","ZMB",0.0582591119930884,26720073435.9014,20,13.51898,-0.7368126,19.62,13,63.0979,37.9297,2.97654945413722,1,-8.20660266025825,NA,NA,1.05825911199309,52715926832.2132,"ZMB",32.0639233780384,33.6230445354838,1.0033971978229,15906.3108553926,1.08206602660258,"ZMB",4503.076,8.20660266025825,"ZMB",0.0751017096607887,0.0624332024836922,0.988519775341632,24.6881834637654,3.51521168115238,-2.77365805403221,609.506402740541,17.957771823327,62944995.9806148,17.7885723328525,51855577.3261079,17.637908318987,14356954.2393529,17.957771823327,62944995.9806146,17.7885723328525,53147006.1501506,17.637908318987,45713687.5140497,100859609.461944,0,89075102.8388231,22774853.4369602,0,62944995.9806148,51855577.3261079,14356954.2393529,100859609.461945,89075102.8388231,22774853.4369602
"211",211,"Zimbabwe","ZWE",0.0569551524545913,31000519447.175,19,12.86579,-2.811095,34.0985,10,65.0471,27.2146,3.52925339505216,1,-5.19074175993414,NA,NA,1.05695515245459,60262576158.5864,"ZWE",41.8766963939511,41.5375977253592,0.999419417614282,27012.211435472,1.05190741759934,"ZWE",12020.426,5.19074175993414,"ZWE",0.334037476541842,0.329802047914678,0.999202782183016,24.8219771204581,3.72659898637994,-1.10926265931049,616.130548168545,16.6541115011011,17091836.350952,16.2730467290596,11737553.9003563,16.3934436317537,6507038.49599817,16.6541115011011,17091836.350952,16.2730467290596,11676008.3845785,16.3934436317537,13169888.8197797,29050449.8366026,0,17977033.3504816,10523097.4558038,0,17091836.350952,11737553.9003563,6507038.49599817,29050449.8366026,17977033.3504816,10523097.4558038
